BrandName,ModelGroup,ModelDescription,kModelMasterID,ModelNum,MFGModelNum,Summed_Sales,PartMFG,kInventoryID,kManufactureID,PartNum,Description,LongDescription,PartType,MIN_ImageOrder,Has_Image,SubbedPartNumbers,competitornumbers,reqManufactureID,reqMfgModelNum
Frigidaire,Refrigerator,Refrigerator,1136618,LFSS2612TF1,,22921,Frigidaire,1526586,4,241734001         ,Ice Container/Bucket,Bucket only.  All other parts sold separately.,Ice Maker,1.0,1,"218815300,218815300A,PS17218066,EAP17218066,FIX17218066,FRG17218066,PS428940,EAP428940,FIX428940,FRG428940,","PS1526586,EAP1526586,FIX1526586,,FRG1526586,AP3967741",0,0
Frigidaire,Refrigerator,Refrigerator,39901,FRS6LF7FM6                    ,,17996,Frigidaire,1526443,4,241690501         ,SCREW,,,1.0,1,"241690502,5304404365,5304496816,7241690501,PS10060411,EAP10060411,FIX10060411,FRG10060411,PS2331552,EAP2331552,FIX2331552,FRG2331552,PS2335135,EAP2335135,FIX2335135,FRG2335135,PS470770,EAP470770,FIX470770,FRG470770,","PS1526443,EAP1526443,FIX1526443,,FRG1526443,AP3959148",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1183514,CTH2038,(96061030401)(2010-06),20661,Husqvarna,9307615,126,817490608,Screw Thdrol 3/8-16 X 1/2,,,1.0,1,,"PS9307615,EAP9307615,FIX9307615,",0,1
General Electric,Dryer,Dryer,900604,PCVH680EJ1MR,,40838,GE,1016030,2,WE1M562           ,LOCK BUTTON,,,,0,,"PS1016030,EAP1016030,FIX1016030,",0,0
Frigidaire,Refrigerator,Refrigerator,182203,FRS26LF8CS7                   ,,18178,Frigidaire,429430,4,218976409         ,Water Tube,"Plastic tube, 5/16"".",Hose or Tube,1.0,1,"218976405,218976410,7218976409,PS2334831,EAP2334831,FIX2334831,FRG2334831,PS429429,EAP429429,FIX429429,FRG429429,PS648787,EAP648787,FIX648787,FRG648787,","PS429430,EAP429430,FIX429430,,FRG429430,AP2115580",0,0
Kenmore,Refrigerator,Refrigerator,27014,25351622101                   ,,19783,Frigidaire,446955,4,3205266           ,EDGE PROTECTOR,,,,0,"3204146,73205266,PS2336746,EAP2336746,FIX2336746,FRG2336746,PS446380,EAP446380,FIX446380,FRG446380,","PS446955,EAP446955,FIX446955,,FRG446955,AP2132072",0,0
Frigidaire,Refrigerator,Refrigerator,169799,FRS26KF6EWA                   ,,17395,Frigidaire,899544,4,241525101         ,CHUTE-ICE,,,1.0,1,"240321902,240465801,240546801,7241525101,PS2334997,EAP2334997,FIX2334997,FRG2334997,PS429721,EAP429721,FIX429721,FRG429721,PS430839,EAP430839,FIX430839,FRG430839,PS735435,EAP735435,FIX735435,FRG735435,","PS899544,EAP899544,FIX899544,,FRG899544,AP3737519",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,726074,2042A,LTH  954571953 -2003-12,18215,Husqvarna,9006493,126,532059904,Tube Front,,Wheel or Roller,1.0,1,"PS16355643,EAP16355643,FIX16355643,FRG16355643,","PS9006493,EAP9006493,FIX9006493,",0,0
General Electric,Dishwasher,Dishwasher,1222129,GTMS570ED5WW,,23178,GE,8756256,2,WD12X20112,BRACKET FIXED,,,1.0,1,,"PS8756256,EAP8756256,FIX8756256,",0,0
Frigidaire,Refrigerator,Refrigerator,842410,FFHS2622MSS,,29024,Frigidaire,1152251,4,5303918328        ,"Heat Exchanger Kit,suction line ,service",,,1.0,1,"5303918213,5303918218,75303918328,PS2336826,EAP2336826,FIX2336826,FRG2336826,PS469521,EAP469521,FIX469521,FRG469521,PS469526,EAP469526,FIX469526,FRG469526,","PS1152251,EAP1152251,FIX1152251,,FRG1152251,AP3887505",0,0
Frigidaire,Refrigerator,Refrigerator,199981,FRT18P5AW9                    ,,15932,Frigidaire,472376,4,5304418225        ,Rear Roller - Black,Sold individually.,Wheel or Roller,1.0,1,"75304418225,PS2336846,EAP2336846,FIX2336846,FRG2336846,","PS472376,EAP472376,FIX472376,,FRG472376,AP2151575",0,0
General Electric,Refrigerator,Refrigerator,892597,ZFGP21HYDSS,,33858,GE,1766061,2,WR02X12362, CAM CLOSURE FZ Left Hand ,,,,0,,"PS1766061,EAP1766061,FIX1766061,",0,0
Amana,Refrigerator,Refrigerator,830060,TP22R3E-P1181603WE,,31993,Whirlpool,1996982,3,10427712,"SHIELD, EVAP.",,,,0,"10427704,10427711,PS1996977,EAP1996977,FIX1996977,FRG1996977,PS1996981,EAP1996981,FIX1996981,FRG1996981,PS34535,EAP34535,FIX34535,FRG34535,PS34539,EAP34539,FIX34539,FRG34539,PS34540,EAP34540,FIX34540,FRG34540,","PS1996982,EAP1996982,FIX1996982,",0,0
Husqvarna,Lawn Mower,Lawn Mower,1114424,GTH2648,(2008-01),16317,Husqvarna,9287242,126,532411935,KeyChain,,,1.0,1,"PS16360716,EAP16360716,FIX16360716,FRG16360716,","PS9287242,EAP9287242,FIX9287242,",0,1
Amana,Refrigerator,Refrigerator,825501,TQ18R3-P1158414WW,,21632,Maytag,37079,1,10549601          ,LABEL-CAUTION                                                                                                                                         ,,,,0,,"PS37079,EAP37079,FIX37079,",0,0
General Electric,Dryer,Dryer,900807,RUXR453EB2WW,,33760,GE,266776,2,WE1M461           ,Retainer O-Ring,"This is a replacement O-ring for the drum bearing retainer on your dryer.  The drum bearing is found at the back of the dryer drum. The O-ring is designed to create a seal on the drum bearing. The O-ring is made of rubber, and can occasionally wear down and break. If you notice that your dryer drum bearing is worn while you’re replacing the O-ring, you should consider replacing it as well. This product is sold individually, and is an OEM part from the manufacturer.",Seal or Gasket,1.0,1,"PS264223,EAP264223,FIX264223,FRG264223,WE01M0461,","PS266776,EAP266776,FIX266776,AP2621539",0,0
Crosley,Refrigerator,Refrigerator,834473,CRSH268MS4,,19100,Frigidaire,1532719,4,5304456666        ,SCREW,,,,0,"75304456666,PS2337008,EAP2337008,FIX2337008,FRG2337008,","PS1532719,EAP1532719,FIX1532719,,FRG1532719,AP3960734",0,0
Maytag,Refrigerator,Refrigerator,870447,MSD2273VEB00,,22844,Whirlpool,11742755,3,WP489483,Screw,This screw is sold individually.,,1.0,1,"0087805,0088171,01500212,04500026,25-0088,25-7135,25-7581,25-7728,25-7764,25-7828,25-7894,25-7918,3-11423,3-31003,3005-0076,311423,331003,489420,489483,5-20207,5-60555,5021032501,520207,560555,60001094,67006492,7-70125,7-70128,7-90154,7-93144,770125,770128,790154,793144,PS100383,EAP100383,FIX100383,FRG100383,PS11517,EAP11517,FIX11517,FRG11517,PS1153542,EAP1153542,FIX1153542,FRG1153542,PS11755,EAP11755,FIX11755,FRG11755,PS132392,EAP132392,FIX132392,FRG132392,PS132394,EAP132394,FIX132394,FRG132394,PS134331,EAP134331,FIX134331,FRG134331,PS134928,EAP134928,FIX134928,FRG134928,PS14153,EAP14153,FIX14153,FRG14153,PS1489757,EAP1489757,FIX1489757,FRG1489757,PS1489764,EAP1489764,FIX1489764,FRG1489764,PS1502906,EAP1502906,FIX1502906,FRG1502906,PS1503084,EAP1503084,FIX1503084,FRG1503084,PS1504733,EAP1504733,FIX1504733,FRG1504733,PS1509131,EAP1509131,FIX1509131,FRG1509131,PS1514226,EAP1514226,FIX1514226,FRG1514226,PS1592862,EAP1592862,FIX1592862,FRG1592862,PS2026311,EAP2026311,FIX2026311,FRG2026311,PS2026404,EAP2026404,FIX2026404,FRG2026404,PS2026434,EAP2026434,FIX2026434,FRG2026434,PS2026448,EAP2026448,FIX2026448,FRG2026448,PS2026459,EAP2026459,FIX2026459,FRG2026459,PS2026505,EAP2026505,FIX2026505,FRG2026505,PS2028884,EAP2028884,FIX2028884,FRG2028884,PS2036692,EAP2036692,FIX2036692,FRG2036692,PS2047316,EAP2047316,FIX2047316,FRG2047316,PS2052948,EAP2052948,FIX2052948,FRG2052948,PS2056267,EAP2056267,FIX2056267,FRG2056267,PS2070026,EAP2070026,FIX2070026,FRG2070026,PS2091180,EAP2091180,FIX2091180,FRG2091180,PS2091182,EAP2091182,FIX2091182,FRG2091182,PS2092638,EAP2092638,FIX2092638,FRG2092638,PS2092958,EAP2092958,FIX2092958,FRG2092958,PS21730,EAP21730,FIX21730,FRG21730,PS2189388,EAP2189388,FIX2189388,FRG2189388,PS2189566,EAP2189566,FIX2189566,FRG2189566,PS2191185,EAP2191185,FIX2191185,FRG2191185,PS2195538,EAP2195538,FIX2195538,FRG2195538,PS2200476,EAP2200476,FIX2200476,FRG2200476,PS2259864,EAP2259864,FIX2259864,FRG2259864,PS2259880,EAP2259880,FIX2259880,FRG2259880,PS2305081,EAP2305081,FIX2305081,FRG2305081,PS2305088,EAP2305088,FIX2305088,FRG2305088,PS2350131,EAP2350131,FIX2350131,FRG2350131,PS378073,EAP378073,FIX378073,FRG378073,PS378105,EAP378105,FIX378105,FRG378105,PS567550,EAP567550,FIX567550,FRG567550,PS69466,EAP69466,FIX69466,FRG69466,PS69531,EAP69531,FIX69531,FRG69531,PS69581,EAP69581,FIX69581,FRG69581,PS69594,EAP69594,FIX69594,FRG69594,PS69608,EAP69608,FIX69608,FRG69608,PS69626,EAP69626,FIX69626,FRG69626,PS69653,EAP69653,FIX69653,FRG69653,PS69663,EAP69663,FIX69663,FRG69663,PS72324,EAP72324,FIX72324,FRG72324,PS76108,EAP76108,FIX76108,FRG76108,PS797698,EAP797698,FIX797698,FRG797698,PS824008,EAP824008,FIX824008,FRG824008,PS83140,EAP83140,FIX83140,FRG83140,PS904729,EAP904729,FIX904729,FRG904729,PS905279,EAP905279,FIX905279,FRG905279,PS907756,EAP907756,FIX907756,FRG907756,PS908764,EAP908764,FIX908764,FRG908764,PS914657,EAP914657,FIX914657,FRG914657,PS914659,EAP914659,FIX914659,FRG914659,PS915088,EAP915088,FIX915088,FRG915088,PS915379,EAP915379,FIX915379,FRG915379,PS93396,EAP93396,FIX93396,FRG93396,PS95480,EAP95480,FIX95480,FRG95480,W10029680,W10029750,W10142234,Y0087805,Y0088171,Y01500212,Y04500026,Y311423,","PS11742755,EAP11742755,FIX11742755,AP6009587",0,0
Amana,Refrigerator,Refrigerator,821807,SDI22F-L-P7700005WL,,24840,Whirlpool,2111238,3,C3680309,SWITCH,,Switch,,0,"0056374,C36803-6,C3680303,C3680306,C3680311,PS1499681,EAP1499681,FIX1499681,FRG1499681,PS154854,EAP154854,FIX154854,FRG154854,PS154857,EAP154857,FIX154857,FRG154857,PS154860,EAP154860,FIX154860,FRG154860,PS154862,EAP154862,FIX154862,FRG154862,PS2111232,EAP2111232,FIX2111232,FRG2111232,PS2186199,EAP2186199,FIX2186199,FRG2186199,PS6978,EAP6978,FIX6978,FRG6978,PS779748,EAP779748,FIX779748,FRG779748,Y0056374,","PS2111238,EAP2111238,FIX2111238,AP4126741",0,0
General Electric,Dryer,Dryer,886464,PDSR483EH6WW,,29250,GE,10063224,2,WE05X20431,Light Bulb,This light bulb is used to illuminate your dryer drum when the door is open. It is sold individually.,Light or Bulb,1.0,1,"PS265096,EAP265096,FIX265096,FRG265096,PS268166,EAP268166,FIX268166,FRG268166,PS960329,EAP960329,FIX960329,FRG960329,WE04X0718,WE4M305,WE4X718,","PS10063224,EAP10063224,FIX10063224,AP5956400",0,0
Frigidaire,Refrigerator,Refrigerator,332097,FTHD18P4KB0,,15539,Frigidaire,430308,4,240372410         ,Deli Drawer Cover Frame,"This deli drawer cover  is for refrigerators.Deli drawer cover is a frame that supports the deli drawer, serves as a shelf in the refrigerator and covers the deli drawer.Wear work gloves to protect your hands when installing this part.",Chassis or Frame,1.0,1,"240372405,PS430304,EAP430304,FIX430304,FRG430304,","PS430308,EAP430308,FIX430308,,FRG430308,AP2116180",0,0
Norge,Dryer,Dryer,871101,8215A,REV D,17035,Maytag,506432,1,25-7817           ,"CLIP, U-TYPE",,,,0,,"PS506432,EAP506432,FIX506432,257817,25.7817,25 7817,",0,1
Husqvarna,Lawn Mower,Lawn Mower,1038547,96048005700,,20499,Husqvarna,9287547,126,532441544,,,,,0,,"PS9287547,EAP9287547,FIX9287547,",0,0
General Electric,Dryer,Dryer,886961,GUD27ESMJ1WW,,30254,GE,2355953,2,WE9M31,Top Bearing Felt,This felt attaches to the top bearing.,Drum or Tub,1.0,1,"PS1766016,EAP1766016,FIX1766016,FRG1766016,WE9M29,","PS2355953,EAP2355953,FIX2355953,AP4421328",0,0
Kenmore,Dryer,Dryer,48623,11074996300                   ,,15342,Whirlpool,888066,3,8541489           ,KNOB,,Knob,,0,"PS2287730,EAP2287730,FIX2287730,FRG2287730,","PS888066,EAP888066,FIX888066,",0,0
General Electric,Refrigerator,Refrigerator,893550,PFRS2MJXASS,,16749,GE,12315202,2,WR17M371,NO LONGER AVAILABLE,,,,0,,"PS12315202,EAP12315202,FIX12315202,",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1276027,CTH151XP,(HAUCT15H36A)(2004-01),19396,Husqvarna,16358918,126,532187915,,,,,0,,"PS16358918,EAP16358918,FIX16358918,",0,1
Frigidaire,Refrigerator,Refrigerator,159386,GLHS68EESB9                   ,,17718,Frigidaire,11757728,4,241684802,SPACER,,,1.0,1,"241684801,5304404351,7241684801,PS1526409,EAP1526409,FIX1526409,FRG1526409,PS2335110,EAP2335110,FIX2335110,FRG2335110,PS470756,EAP470756,FIX470756,FRG470756,","PS11757728,EAP11757728,FIX11757728,,FRG11757728,AP6025473",0,0
Frigidaire,Refrigerator,Refrigerator,104883,FRS26KR4CQ3                   ,,15655,Frigidaire,2361214,4,240351061,Refrigerator Crisper Drawer,This crisper drawer features a humidity slide control that lets you adjust the humidity in the drawer,Drawer or Glides,1.0,1,"240351003,240351005,240351006,240351007,240351009,240351010,240351011,240351013,240351016,240351018,240351019,240351020,240351021,240351022,240351023,240351024,240351028,240351031,240351037,240351040,240351041,240351045,240351048,240351052,240351053,240351054,240351056,240351057,240351058,240351062,240351063,240351066,240351067,5304513309,PS11757721,EAP11757721,FIX11757721,FRG11757721,PS12365386,EAP12365386,FIX12365386,FRG12365386,PS12705164,EAP12705164,FIX12705164,FRG12705164,PS1525968,EAP1525968,FIX1525968,FRG1525968,PS1525969,EAP1525969,FIX1525969,FRG1525969,PS1525971,EAP1525971,FIX1525971,FRG1525971,PS1991010,EAP1991010,FIX1991010,FRG1991010,PS1991012,EAP1991012,FIX1991012,FRG1991012,PS1991014,EAP1991014,FIX1991014,FRG1991014,PS1991015,EAP1991015,FIX1991015,FRG1991015,PS1991017,EAP1991017,FIX1991017,FRG1991017,PS2331353,EAP2331353,FIX2331353,FRG2331353,PS2331354,EAP2331354,FIX2331354,FRG2331354,PS2331355,EAP2331355,FIX2331355,FRG2331355,PS2361215,EAP2361215,FIX2361215,FRG2361215,PS2361216,EAP2361216,FIX2361216,FRG2361216,PS430014,EAP430014,FIX430014,FRG430014,PS430015,EAP430015,FIX430015,FRG430015,PS430016,EAP430016,FIX430016,FRG430016,PS611287,EAP611287,FIX611287,FRG611287,PS611314,EAP611314,FIX611314,FRG611314,PS649199,EAP649199,FIX649199,FRG649199,PS735604,EAP735604,FIX735604,FRG735604,PS735726,EAP735726,FIX735726,FRG735726,PS817513,EAP817513,FIX817513,FRG817513,PS817514,EAP817514,FIX817514,FRG817514,PS817515,EAP817515,FIX817515,FRG817515,PS899300,EAP899300,FIX899300,FRG899300,PS899301,EAP899301,FIX899301,FRG899301,PS899302,EAP899302,FIX899302,FRG899302,PS899303,EAP899303,FIX899303,FRG899303,PS899304,EAP899304,FIX899304,FRG899304,PS976470,EAP976470,FIX976470,FRG976470,PS976473,EAP976473,FIX976473,FRG976473,","PS2361214,EAP2361214,FIX2361214,,FRG2361214,AP4424911",0,0
General Electric,Dryer,Dryer,893667,PCVH565GH2WW,,42861,GE,1019000,2,WE1M587           , EXHAUST PROTECTOR Assembly ,,,1.0,1,,"PS1019000,EAP1019000,FIX1019000,",0,0
Norge,Dryer,Dryer,871019,8540A,REV C,17045,Whirlpool,11747808,3,WPA3167501,Light Bulb - 120v 25w,Sold individually. ,Light or Bulb,1.0,1,"0068901,0087273,0090395,01060008,01060018,01060024,01060028,106-0018,106-0024,14202454,2-2479,202479,21608,25T8DC,30283-A,3387683,3392120,5-20224,520224,53-0177,53-0570,661555,7-1247,7-90170,701247,790170,A0278301,A0352501,A31675-1,A31675-4,A3167501,A3167504,C0436401,PS11220,EAP11220,FIX11220,FRG11220,PS1178315,EAP1178315,FIX1178315,FRG1178315,PS118744,EAP118744,FIX118744,FRG118744,PS12878,EAP12878,FIX12878,FRG12878,PS134341,EAP134341,FIX134341,FRG134341,PS13793,EAP13793,FIX13793,FRG13793,PS13794,EAP13794,FIX13794,FRG13794,PS13795,EAP13795,FIX13795,FRG13795,PS145099,EAP145099,FIX145099,FRG145099,PS145202,EAP145202,FIX145202,FRG145202,PS146227,EAP146227,FIX146227,FRG146227,PS146231,EAP146231,FIX146231,FRG146231,PS1501494,EAP1501494,FIX1501494,FRG1501494,PS1502673,EAP1502673,FIX1502673,FRG1502673,PS1503919,EAP1503919,FIX1503919,FRG1503919,PS1504589,EAP1504589,FIX1504589,FRG1504589,PS1504590,EAP1504590,FIX1504590,FRG1504590,PS1504591,EAP1504591,FIX1504591,FRG1504591,PS1504592,EAP1504592,FIX1504592,FRG1504592,PS1514631,EAP1514631,FIX1514631,FRG1514631,PS1515098,EAP1515098,FIX1515098,FRG1515098,PS154003,EAP154003,FIX154003,FRG154003,PS1667605,EAP1667605,FIX1667605,FRG1667605,PS1763546,EAP1763546,FIX1763546,FRG1763546,PS192640,EAP192640,FIX192640,FRG192640,PS2009841,EAP2009841,FIX2009841,FRG2009841,PS2016790,EAP2016790,FIX2016790,FRG2016790,PS2019159,EAP2019159,FIX2019159,FRG2019159,PS2029289,EAP2029289,FIX2029289,FRG2029289,PS2047690,EAP2047690,FIX2047690,FRG2047690,PS2047765,EAP2047765,FIX2047765,FRG2047765,PS2092642,EAP2092642,FIX2092642,FRG2092642,PS209727,EAP209727,FIX209727,FRG209727,PS2102195,EAP2102195,FIX2102195,FRG2102195,PS2102454,EAP2102454,FIX2102454,FRG2102454,PS2110489,EAP2110489,FIX2110489,FRG2110489,PS2180756,EAP2180756,FIX2180756,FRG2180756,PS2187989,EAP2187989,FIX2187989,FRG2187989,PS2189156,EAP2189156,FIX2189156,FRG2189156,PS2190389,EAP2190389,FIX2190389,FRG2190389,PS2191048,EAP2191048,FIX2191048,FRG2191048,PS2191049,EAP2191049,FIX2191049,FRG2191049,PS2191050,EAP2191050,FIX2191050,FRG2191050,PS2191051,EAP2191051,FIX2191051,FRG2191051,PS2200861,EAP2200861,FIX2200861,FRG2200861,PS2201305,EAP2201305,FIX2201305,FRG2201305,PS2236648,EAP2236648,FIX2236648,FRG2236648,PS2237037,EAP2237037,FIX2237037,FRG2237037,PS2262877,EAP2262877,FIX2262877,FRG2262877,PS2319825,EAP2319825,FIX2319825,FRG2319825,PS344576,EAP344576,FIX344576,FRG344576,PS345086,EAP345086,FIX345086,FRG345086,PS382424,EAP382424,FIX382424,FRG382424,PS59209,EAP59209,FIX59209,FRG59209,PS62720,EAP62720,FIX62720,FRG62720,PS72908,EAP72908,FIX72908,FRG72908,PS737856,EAP737856,FIX737856,FRG737856,PS777972,EAP777972,FIX777972,FRG777972,PS779100,EAP779100,FIX779100,FRG779100,PS779101,EAP779101,FIX779101,FRG779101,PS786165,EAP786165,FIX786165,FRG786165,PS786166,EAP786166,FIX786166,FRG786166,PS789594,EAP789594,FIX789594,FRG789594,PS907767,EAP907767,FIX907767,FRG907767,PS912852,EAP912852,FIX912852,FRG912852,PS915099,EAP915099,FIX915099,FRG915099,PS95492,EAP95492,FIX95492,FRG95492,PS95884,EAP95884,FIX95884,FRG95884,PS95972,EAP95972,FIX95972,FRG95972,PS9601,EAP9601,FIX9601,FRG9601,R0167095,WX12X1560,Y0068901,Y0087273,Y0090395,Y01060008,Y01060018,Y01060024,Y01060028,Y520224,Y701247,Y90395,","PS11747808,EAP11747808,FIX11747808,",0,1
Frigidaire,Refrigerator,Refrigerator,331845,FRT18L4JM9,,16335,Frigidaire,725173,4,240542601         ,CLIP-WIRING HARNESS,,,,0,"240403601,7240542601,PS2334917,EAP2334917,FIX2334917,FRG2334917,PS430460,EAP430460,FIX430460,FRG430460,","PS725173,EAP725173,FIX725173,,FRG725173,AP3211135",0,0
Frigidaire,Refrigerator,Refrigerator,82149,FRS26FCDQ0                    ,,17113,Frigidaire,430444,4,240397401         ,Water Filter Rod Retainer,,,1.0,1,"7240397401,PS2334890,EAP2334890,FIX2334890,FRG2334890,","PS430444,EAP430444,FIX430444,,FRG430444,AP2116267",0,0
Husqvarna,Lawn Mower,Lawn Mower,935994,LTH154,(2012-01),17507,Husqvarna,9013223,126,532176138,Switch Interlock Push-In,,,1.0,1,"PS16358116,EAP16358116,FIX16358116,FRG16358116,","PS9013223,EAP9013223,FIX9013223,",0,1
Kenmore,Refrigerator,Refrigerator,355017,25355692407,,15355,Frigidaire,2363610,4,241547902,SWITCH-LIGHT,,,1.0,1,"215486600,7241547901,PS2335034,EAP2335034,FIX2335034,FRG2335034,PS423031,EAP423031,FIX423031,FRG423031,","PS2363610,EAP2363610,FIX2363610,,FRG2363610,AP4432707",0,0
General Electric,Dryer,Dryer,889045,RBXR463GD1WW,,34580,GE,3502777,2,WE1M1011,Door Latch,This part helps to keep the door closed while the machine is running.,Latch,1.0,1,"PS264142,EAP264142,FIX264142,FRG264142,PS264278,EAP264278,FIX264278,FRG264278,PS264280,EAP264280,FIX264280,FRG264280,PS264468,EAP264468,FIX264468,FRG264468,PS266690,EAP266690,FIX266690,FRG266690,PS266790,EAP266790,FIX266790,FRG266790,PS267056,EAP267056,FIX267056,FRG267056,PS267060,EAP267060,FIX267060,FRG267060,PS755829,EAP755829,FIX755829,FRG755829,PS960061,EAP960061,FIX960061,FRG960061,WE01M0197,WE01X0889,WE01X0903,WE01X1032,WE1M187,WE1M197,WE1M536,WE1X1032,WE1X889,WE1X903,","PS3502777,EAP3502777,FIX3502777,AP5324728",0,0
General Electric,Dryer,Dryer,900281,GUSR493EB9WW,,34895,GE,267911,2,WE4M160           ,Safety Thermostat,"This is considered a high limit thermostat. Rating - L210 This thermostat acts as a safety mechanism that keeps the dryer from overheating. Once the dryer temperature reaches a certain point, this piece will shut down power to the heating element.",Thermostat,1.0,1,"PS264900,EAP264900,FIX264900,FRG264900,WE04M0160,","PS267911,EAP267911,FIX267911,AP2042573",0,0
Husqvarna,Lawn Mower,Lawn Mower,1095469,CTH164T,(2010-12),15833,Husqvarna,11824851,126,587464501, Bezel Left Hand ,,,,0,,"PS11824851,EAP11824851,FIX11824851,",0,1
Husqvarna,Lawn Tractor,Lawn Tractor,1274101,GTH220,(954140012A)(1997-01),19140,Husqvarna,9015012,126,532182642,Spin On Filter,,,,0,,"PS9015012,EAP9015012,FIX9015012,",0,1
General Electric,Refrigerator,Refrigerator,893807,ZFGP21HZJSS,,29502,GE,1483078,2,WR01X10602        ,SCR 8-32 AB IHWS 3/8 S,,,,0,,"PS1483078,EAP1483078,FIX1483078,",0,0
Briggs and Stratton,Engine,Engine,1252136,120400,(0023-0242),21231,Briggs and Stratton,9386069,130,693595,DISCONTINUED,,,,0,,"PS9386069,EAP9386069,FIX9386069,",0,0
General Electric,Dryer,Dryer,900285,GUXR353EE0WW,,27792,GE,10065158,2,WE10X20468, OUTER DOOR White ,,Door,1.0,1,"PS265444,EAP265444,FIX265444,FRG265444,PS265448,EAP265448,FIX265448,FRG265448,PS265453,EAP265453,FIX265453,FRG265453,PS265471,EAP265471,FIX265471,FRG265471,WE10M0096,WE10M0102,WE10M102,WE10M96,","PS10065158,EAP10065158,FIX10065158,",0,0
Frigidaire,Refrigerator,Refrigerator,209360,PLHS268ZCB3                   ,,17667,Frigidaire,428211,4,218515402         ,CLIP,,,,0,,"PS428211,EAP428211,FIX428211,,FRG428211,",0,0
Frigidaire,Refrigerator,Refrigerator,71443,FRT8G6FB2                     ,,16081,Frigidaire,430461,4,240405201         ,Condenser Coil Grommet,,,1.0,1,"240347401,7240405201,PS2334894,EAP2334894,FIX2334894,FRG2334894,PS429941,EAP429941,FIX429941,FRG429941,","PS430461,EAP430461,FIX430461,,FRG430461,",0,0
Frigidaire,Refrigerator,Refrigerator,82121,FRS6R5ESBH                    ,,16840,Frigidaire,1532378,4,5304455655        ,RIVET,,,1.0,1,"215164200,5303316859,75304455655,PS2336956,EAP2336956,FIX2336956,FRG2336956,PS422178,EAP422178,FIX422178,FRG422178,PS466659,EAP466659,FIX466659,FRG466659,","PS1532378,EAP1532378,FIX1532378,,FRG1532378,AP3966042",0,0
Poulan,Lawn Tractor,Lawn Tractor,810274,PR25PH48STA,,15845,Husqvarna,9012602,126,532152927,Screw,,Hardware,1.0,1,,"PS9012602,EAP9012602,FIX9012602,",1,0
Husqvarna,Lawn Tractor,Lawn Tractor,802012,LZ12597RB,2010-09,25832,Husqvarna,9286475,126,532165588,Bracket Support Shift Crd,,,,0,"PS16357307,EAP16357307,FIX16357307,FRG16357307,","PS9286475,EAP9286475,FIX9286475,",0,1
Frigidaire,Refrigerator,Refrigerator,184130,FRS6LE4FW7                    ,,16436,Frigidaire,430022,4,240351207         ,Lower Crisper Pan,"This is the replacement lower crisper pan for your refrigerator. It is made of clear plastic and is approximately 16.5"" x 16.2"" x 8"". The crisper pan slides into the bottom of the refrigerator shelf and is used to store meat and other food items. The main reason to replace the crisper pan is if yours is cracked, damaged, or missing. To replace the crisper pan, simply slide the old pan out, and slide the new one into place. This is an OEM part sourced directly from the manufacturer and is sold individually.",Drawer or Glides,1.0,1,"240351203,240351206,240351209,240351216,240351220,240351239,PS2363595,EAP2363595,FIX2363595,FRG2363595,PS430021,EAP430021,FIX430021,FRG430021,PS430023,EAP430023,FIX430023,FRG430023,PS645366,EAP645366,FIX645366,FRG645366,PS817516,EAP817516,FIX817516,FRG817516,PS899307,EAP899307,FIX899307,FRG899307,","PS430022,EAP430022,FIX430022,,FRG430022,AP2115971",0,0
Admiral,Refrigerator,Refrigerator,814338,HMG531680,,18210,Whirlpool,2060303,3,61004896,Upper Hinge,,Hinge,1.0,1,"61001971,61004570,61006257,PS105578,EAP105578,FIX105578,FRG105578,PS108026,EAP108026,FIX108026,FRG108026,PS108329,EAP108329,FIX108329,FRG108329,PS891861,EAP891861,FIX891861,FRG891861,","PS2060303,EAP2060303,FIX2060303,AP4070180",0,0
Frigidaire,Refrigerator,Refrigerator,333242,PHS6KR5JSB1,,17400,Frigidaire,430350,4,240376002         ,Water Filter Cover - White,,Cap or Lid,1.0,1,,"PS430350,EAP430350,FIX430350,,FRG430350,AP2116210",0,0
General Electric,Dryer,Dryer,893581,GFMS355GL0MV,,27618,GE,3487108,2,WE1M925,DOOR OUTER RING,,,,0,,"PS3487108,EAP3487108,FIX3487108,",0,0
Husqvarna,Lawn Mower,Lawn Mower,1104109,LTH2038R,(2012-05),17879,Husqvarna,9009376,126,532130969,V-Belt-Drive,,Belt,1.0,1,,"PS9009376,EAP9009376,FIX9009376,",0,1
General Electric,Refrigerator,Refrigerator,890120,39639USXAGV,,28416,GE,12303592,2,WR01F00647,COVER BACK FF EPS,,,,0,"200D5378P002,PS12329910,EAP12329910,FIX12329910,FRG12329910,PS12335885,EAP12335885,FIX12335885,FRG12335885,WR17M309,","PS12303592,EAP12303592,FIX12303592,",0,0
Husqvarna,Lawn Mower,Lawn Mower,968780,96043004800,,19630,Husqvarna,9015655,126,532199535,Shield Browning,,,1.0,1,"PS16359809,EAP16359809,FIX16359809,FRG16359809,","PS9015655,EAP9015655,FIX9015655,",0,0
