BrandName,ModelGroup,ModelDescription,kModelMasterID,ModelNum,MFGModelNum,Summed_Sales,PartMFG,kInventoryID,kManufactureID,PartNum,Description,LongDescription,PartType,MIN_ImageOrder,Has_Image,SubbedPartNumbers,competitornumbers,reqManufactureID,reqMfgModelNum
General Electric,Dryer,Dryer,889495,GMMP300GM1WS,,37210,GE,312722,2,WZ5X158D          ,SCREW-PKG 12,,Hardware,1.0,1,"PS12726359,EAP12726359,FIX12726359,FRG12726359,PS221332,EAP221332,FIX221332,FRG221332,PS221382,EAP221382,FIX221382,FRG221382,PS234684,EAP234684,FIX234684,FRG234684,PS234702,EAP234702,FIX234702,FRG234702,PS234722,EAP234722,FIX234722,FRG234722,PS257451,EAP257451,FIX257451,FRG257451,PS261520,EAP261520,FIX261520,FRG261520,PS267824,EAP267824,FIX267824,FRG267824,PS283749,EAP283749,FIX283749,FRG283749,PS283837,EAP283837,FIX283837,FRG283837,PS283922,EAP283922,FIX283922,FRG283922,PS283924,EAP283924,FIX283924,FRG283924,PS284196,EAP284196,FIX284196,FRG284196,PS294475,EAP294475,FIX294475,FRG294475,PS294593,EAP294593,FIX294593,FRG294593,PS294684,EAP294684,FIX294684,FRG294684,PS294686,EAP294686,FIX294686,FRG294686,PS295004,EAP295004,FIX295004,FRG295004,PS295224,EAP295224,FIX295224,FRG295224,PS295225,EAP295225,FIX295225,FRG295225,PS295247,EAP295247,FIX295247,FRG295247,PS312297,EAP312297,FIX312297,FRG312297,PS312302,EAP312302,FIX312302,FRG312302,PS312709,EAP312709,FIX312709,FRG312709,PS312710,EAP312710,FIX312710,FRG312710,PS312721,EAP312721,FIX312721,FRG312721,PS312723,EAP312723,FIX312723,FRG312723,PS735979,EAP735979,FIX735979,FRG735979,PS735986,EAP735986,FIX735986,FRG735986,PS742719,EAP742719,FIX742719,FRG742719,PS742746,EAP742746,FIX742746,FRG742746,PS748593,EAP748593,FIX748593,FRG748593,PS749932,EAP749932,FIX749932,FRG749932,PS750808,EAP750808,FIX750808,FRG750808,PS769581,EAP769581,FIX769581,FRG769581,PS769624,EAP769624,FIX769624,FRG769624,PS770261,EAP770261,FIX770261,FRG770261,PS770274,EAP770274,FIX770274,FRG770274,PS770288,EAP770288,FIX770288,FRG770288,PS963117,EAP963117,FIX963117,FRG963117,SWR01X1466,SWR01X5048,SWR1X1466,SWR1X5048,WB01X0248,WB01X0320,WB01X0391,WB1X248,WB1X320,WB1X391,WC01X5055,WC1X5055,WD02X24216,WD02X5067,WD2X5067,WE02X0066,WE2X66,WR01X0844,WR01X0847,WR01X0971,WR01X1466,WR01X1762,WR01X1884,WR01X1886,WR01X5048,WR1X1466,WR1X1762,WR1X1884,WR1X1886,WR1X5048,WR1X844,WR1X847,WR1X971,WZ05X0133,WZ05X0134,WZ05X0158,WZ05X0159,WZ5X133,WZ5X134,WZ5X158,WZ5X159,","PS312722,EAP312722,FIX312722,AP2614680",0,0
General Electric,Dryer,Dryer,900699,677514,,29064,GE,2345710,2,WE20M398,CABINET BASE,,,,0,"PS2340029,EAP2340029,FIX2340029,FRG2340029,PS267128,EAP267128,FIX267128,FRG267128,PS267149,EAP267149,FIX267149,FRG267149,PS267152,EAP267152,FIX267152,FRG267152,PS267182,EAP267182,FIX267182,FRG267182,PS267205,EAP267205,FIX267205,FRG267205,PS267206,EAP267206,FIX267206,FRG267206,PS267209,EAP267209,FIX267209,FRG267209,PS748610,EAP748610,FIX748610,FRG748610,WE20M0262,WE20M0293,WE20M0295,WE20M0304,WE20M262,WE20M293,WE20M295,WE20M304,WE20M390,","PS2345710,EAP2345710,FIX2345710,",0,0
Frigidaire,Refrigerator,Refrigerator,224913,GLHS69EEPW2                   ,,16963,Frigidaire,1526337,4,241676001         ,Solenoid E-Ring,This part works in conjunction with the ice solenoid. Sold individually.,,,0,"5304406817,5304406827,7241676001,PS17135470,EAP17135470,FIX17135470,FRG17135470,PS2335091,EAP2335091,FIX2335091,FRG2335091,PS471261,EAP471261,FIX471261,FRG471261,PS471265,EAP471265,FIX471265,FRG471265,","PS1526337,EAP1526337,FIX1526337,,FRG1526337,AP3965481",0,0
Crosley,Refrigerator,Refrigerator,333666,WRS26MF5AQQ,,16212,Frigidaire,1526439,4,241690201         ,E-Ring,,,1.0,1,"5304404361,7241690201,PS2335132,EAP2335132,FIX2335132,FRG2335132,PS470766,EAP470766,FIX470766,FRG470766,","PS1526439,EAP1526439,FIX1526439,,FRG1526439,AP3959119",0,0
General Electric,Refrigerator,Refrigerator,893397,PFSF5PJXACC,,19890,GE,12327816,2,WR55M7,NO LONGER AVAILABLE,,,,0,,"PS12327816,EAP12327816,FIX12327816,",0,0
Norge,Dryer,Dryer,870737,8435A,REV A,17100,Whirlpool,11742815,3,WP53-2366,PULLEY-IDR,,,1.0,1,"53-0199,53-0202,53-0728,53-0764,53-2365,53-2366,PS2047703,EAP2047703,FIX2047703,FRG2047703,PS2047705,EAP2047705,FIX2047705,FRG2047705,PS2047796,EAP2047796,FIX2047796,FRG2047796,PS2047799,EAP2047799,FIX2047799,FRG2047799,PS2048223,EAP2048223,FIX2048223,FRG2048223,PS2048224,EAP2048224,FIX2048224,FRG2048224,PS95898,EAP95898,FIX95898,FRG95898,PS95900,EAP95900,FIX95900,FRG95900,PS96011,EAP96011,FIX96011,FRG96011,PS96017,EAP96017,FIX96017,FRG96017,PS96554,EAP96554,FIX96554,FRG96554,PS96555,EAP96555,FIX96555,FRG96555,","PS11742815,EAP11742815,FIX11742815,WP532366,WP53.2366,WP53 2366,",0,1
Frigidaire,Refrigerator,Refrigerator,133858,GS26HSZBB1                    ,,16616,Frigidaire,2333670,4,5304464438,Run Capacitor,This part is attached to the compressor.  It helps the compressor kick on and off while maintaining a constant temperature to keep things frozen in your freezer.,Switch,1.0,1,"216236200,216236300,216985003,218719201,218909901,218909913,3015552,3017761,3091424,5303289028,5303310070,7218909913,75304464438,F000300399,F300399,PS2334828,EAP2334828,FIX2334828,FRG2334828,PS2361203,EAP2361203,FIX2361203,FRG2361203,PS3411953,EAP3411953,FIX3411953,FRG3411953,PS425297,EAP425297,FIX425297,FRG425297,PS425298,EAP425298,FIX425298,FRG425298,PS428529,EAP428529,FIX428529,FRG428529,PS429290,EAP429290,FIX429290,FRG429290,PS432816,EAP432816,FIX432816,FRG432816,PS433528,EAP433528,FIX433528,FRG433528,PS434873,EAP434873,FIX434873,FRG434873,PS461230,EAP461230,FIX461230,FRG461230,PS465912,EAP465912,FIX465912,FRG465912,PS483562,EAP483562,FIX483562,FRG483562,PS486547,EAP486547,FIX486547,FRG486547,PS817299,EAP817299,FIX817299,FRG817299,","PS2333670,EAP2333670,FIX2333670,,FRG2333670,AP4315853",0,0
Whirlpool,Refrigerator,Refrigerator,877112,GX5SHTXTT11,,15570,Whirlpool,2067493,3,67003485,Corner Cover - Black,Sold individually.,,,0,"12587702B,12587703B,8170858,PS2008047,EAP2008047,FIX2008047,FRG2008047,PS2268424,EAP2268424,FIX2268424,FRG2268424,PS2365103,EAP2365103,FIX2365103,FRG2365103,PS52001,EAP52001,FIX52001,FRG52001,PS799344,EAP799344,FIX799344,FRG799344,PS885003,EAP885003,FIX885003,FRG885003,","PS2067493,EAP2067493,FIX2067493,AP4078819",0,0
Kenmore,Refrigerator,Refrigerator,362547,2535567940A,,16118,Frigidaire,977042,4,241561201         ,RAIL-ICE CREAM SHEL,,,1.0,1,"7241561201,PS3410506,EAP3410506,FIX3410506,FRG3410506,","PS977042,EAP977042,FIX977042,,FRG977042,AP3718061",0,0
Amana,Refrigerator,Refrigerator,830613,SLDI25F-L-P7642102WL,,21528,Whirlpool,11747806,3,WPA3073101,Light Bulb - 120V 25W,"This twenty-five watt microwave light bulb is two and a half inches long. It has a small, screw-in base and it carries 120V. This item sells in a quantity of one, though many microwaves require two.",Light or Bulb,1.0,1,"0044462,0056371,040672-01,040672-04,040672-05,045606-01,05200256,09100073,14200025,14205551,14206369,14218316,14218317,14218659,14218667,20174-1,20174-2,20174-3,20174-4,20174-5,2223678,2309101,2326255,24836P01,4164470,4174873,4312826,4358971,4713-001172,4713-001197,52001003,53001359,53001773,54001046,56001350,58001043,58001101,58001310,60001060,61003236,61004862,6521,67006179,68001062,8190269,90051,92045-1,A0385501,A30731-1,A3073101,A30790-1,A30790-2,A3079001,A3079001Q,A3079002,A3079003,A3079007,A307901,A3709001,M9D29,PS100168,EAP100168,FIX100168,FRG100168,PS1014641,EAP1014641,FIX1014641,FRG1014641,PS102078,EAP102078,FIX102078,FRG102078,PS102136,EAP102136,FIX102136,FRG102136,PS106753,EAP106753,FIX106753,FRG106753,PS108295,EAP108295,FIX108295,FRG108295,PS110789,EAP110789,FIX110789,FRG110789,PS114549,EAP114549,FIX114549,FRG114549,PS11740475,EAP11740475,FIX11740475,FRG11740475,PS11743158,EAP11743158,FIX11743158,FRG11743158,PS11769582,EAP11769582,FIX11769582,FRG11769582,PS11769583,EAP11769583,FIX11769583,FRG11769583,PS1179926,EAP1179926,FIX1179926,FRG1179926,PS1186119,EAP1186119,FIX1186119,FRG1186119,PS1186330,EAP1186330,FIX1186330,FRG1186330,PS1186331,EAP1186331,FIX1186331,FRG1186331,PS1186498,EAP1186498,FIX1186498,FRG1186498,PS12245819,EAP12245819,FIX12245819,FRG12245819,PS1327639,EAP1327639,FIX1327639,FRG1327639,PS1409910,EAP1409910,FIX1409910,FRG1409910,PS145257,EAP145257,FIX145257,FRG145257,PS146048,EAP146048,FIX146048,FRG146048,PS146059,EAP146059,FIX146059,FRG146059,PS146060,EAP146060,FIX146060,FRG146060,PS146061,EAP146061,FIX146061,FRG146061,PS146062,EAP146062,FIX146062,FRG146062,PS146067,EAP146067,FIX146067,FRG146067,PS1485502,EAP1485502,FIX1485502,FRG1485502,PS1495830,EAP1495830,FIX1495830,FRG1495830,PS1499678,EAP1499678,FIX1499678,FRG1499678,PS1508766,EAP1508766,FIX1508766,FRG1508766,PS1508768,EAP1508768,FIX1508768,FRG1508768,PS1512152,EAP1512152,FIX1512152,FRG1512152,PS1667431,EAP1667431,FIX1667431,FRG1667431,PS17564923,EAP17564923,FIX17564923,FRG17564923,PS186978,EAP186978,FIX186978,FRG186978,PS1927,EAP1927,FIX1927,FRG1927,PS196930,EAP196930,FIX196930,FRG196930,PS199450,EAP199450,FIX199450,FRG199450,PS2009629,EAP2009629,FIX2009629,FRG2009629,PS2010082,EAP2010082,FIX2010082,FRG2010082,PS2010180,EAP2010180,FIX2010180,FRG2010180,PS2010814,EAP2010814,FIX2010814,FRG2010814,PS2010815,EAP2010815,FIX2010815,FRG2010815,PS2010825,EAP2010825,FIX2010825,FRG2010825,PS2010826,EAP2010826,FIX2010826,FRG2010826,PS2016632,EAP2016632,FIX2016632,FRG2016632,PS201955,EAP201955,FIX201955,FRG201955,PS201959,EAP201959,FIX201959,FRG201959,PS202353,EAP202353,FIX202353,FRG202353,PS2043422,EAP2043422,FIX2043422,FRG2043422,PS2043426,EAP2043426,FIX2043426,FRG2043426,PS2047146,EAP2047146,FIX2047146,FRG2047146,PS2048684,EAP2048684,FIX2048684,FRG2048684,PS2048964,EAP2048964,FIX2048964,FRG2048964,PS2049739,EAP2049739,FIX2049739,FRG2049739,PS2052769,EAP2052769,FIX2052769,FRG2052769,PS205484,EAP205484,FIX205484,FRG205484,PS2055098,EAP2055098,FIX2055098,FRG2055098,PS2055143,EAP2055143,FIX2055143,FRG2055143,PS2055291,EAP2055291,FIX2055291,FRG2055291,PS2056233,EAP2056233,FIX2056233,FRG2056233,PS2058898,EAP2058898,FIX2058898,FRG2058898,PS2060271,EAP2060271,FIX2060271,FRG2060271,PS2069742,EAP2069742,FIX2069742,FRG2069742,PS2071710,EAP2071710,FIX2071710,FRG2071710,PS20948,EAP20948,FIX20948,FRG20948,PS20950,EAP20950,FIX20950,FRG20950,PS20951,EAP20951,FIX20951,FRG20951,PS2104154,EAP2104154,FIX2104154,FRG2104154,PS2104155,EAP2104155,FIX2104155,FRG2104155,PS2104156,EAP2104156,FIX2104156,FRG2104156,PS2104157,EAP2104157,FIX2104157,FRG2104157,PS2104159,EAP2104159,FIX2104159,FRG2104159,PS2104160,EAP2104160,FIX2104160,FRG2104160,PS2105038,EAP2105038,FIX2105038,FRG2105038,PS2170100,EAP2170100,FIX2170100,FRG2170100,PS2171567,EAP2171567,FIX2171567,FRG2171567,PS2174429,EAP2174429,FIX2174429,FRG2174429,PS21796,EAP21796,FIX21796,FRG21796,PS2195180,EAP2195180,FIX2195180,FRG2195180,PS2195182,EAP2195182,FIX2195182,FRG2195182,PS2198487,EAP2198487,FIX2198487,FRG2198487,PS2222656,EAP2222656,FIX2222656,FRG2222656,PS2226233,EAP2226233,FIX2226233,FRG2226233,PS2228189,EAP2228189,FIX2228189,FRG2228189,PS2244032,EAP2244032,FIX2244032,FRG2244032,PS2244709,EAP2244709,FIX2244709,FRG2244709,PS2246114,EAP2246114,FIX2246114,FRG2246114,PS2250243,EAP2250243,FIX2250243,FRG2250243,PS22554,EAP22554,FIX22554,FRG22554,PS2273322,EAP2273322,FIX2273322,FRG2273322,PS27053,EAP27053,FIX27053,FRG27053,PS355408,EAP355408,FIX355408,FRG355408,PS356861,EAP356861,FIX356861,FRG356861,PS357892,EAP357892,FIX357892,FRG357892,PS364711,EAP364711,FIX364711,FRG364711,PS520001,EAP520001,FIX520001,FRG520001,PS529758,EAP529758,FIX529758,FRG529758,PS58537,EAP58537,FIX58537,FRG58537,PS69423,EAP69423,FIX69423,FRG69423,PS6975,EAP6975,FIX6975,FRG6975,PS728572,EAP728572,FIX728572,FRG728572,PS779075,EAP779075,FIX779075,FRG779075,PS779077,EAP779077,FIX779077,FRG779077,PS779078,EAP779078,FIX779078,FRG779078,PS790240,EAP790240,FIX790240,FRG790240,PS790241,EAP790241,FIX790241,FRG790241,PS795958,EAP795958,FIX795958,FRG795958,PS797665,EAP797665,FIX797665,FRG797665,PS803892,EAP803892,FIX803892,FRG803892,PS804125,EAP804125,FIX804125,FRG804125,PS885964,EAP885964,FIX885964,FRG885964,PS903852,EAP903852,FIX903852,FRG903852,PS907301,EAP907301,FIX907301,FRG907301,PS907303,EAP907303,FIX907303,FRG907303,PS909436,EAP909436,FIX909436,FRG909436,PS968878,EAP968878,FIX968878,FRG968878,PS97074,EAP97074,FIX97074,FRG97074,PS992919,EAP992919,FIX992919,FRG992919,PS995018,EAP995018,FIX995018,FRG995018,R0213161,R0662001,R0812001,R0812005,R0862001,R9900292,W10904371,W10904373,WP2326255,WP61003236,Y0044462,Y0056371,Y04067201,Y04067204,Y09100073,","PS11747806,EAP11747806,FIX11747806,AP6014564",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1199118,YTH2042TD,(96041005402)(2009-03),23240,Husqvarna,9015300,126,532198907, Lens Left Hand ,,Light or Bulb,1.0,1,,"PS9015300,EAP9015300,FIX9015300,",0,1
General Electric,Dryer,Dryer,889783,PCVH640GJ1BB,,42427,GE,267704,2,WE2X263D          ,Screw Kit - Package of 12,,Hardware,1.0,1,"PS264679,EAP264679,FIX264679,FRG264679,PS267703,EAP267703,FIX267703,FRG267703,WE02X0263,WE2X263,","PS267704,EAP267704,FIX267704,AP2619284",0,0
Husqvarna,Lawn Mower,Lawn Mower,997912,YTH2242,(2008-12),19970,Husqvarna,9307594,126,817000612,Screw 3/8-16 x 3/4,,,1.0,1,,"PS9307594,EAP9307594,FIX9307594,",0,1
Frigidaire,Refrigerator,Refrigerator,96136,FRS6LE4FQ4                    ,,15611,Frigidaire,1525789,4,218515403         ,CLIP-GRILLE,,,1.0,1,"7218515403,PS2334819,EAP2334819,FIX2334819,FRG2334819,","PS1525789,EAP1525789,FIX1525789,,FRG1525789,AP3965313",0,0
General Electric,Refrigerator,Refrigerator,890312,DSRS5KGXIFGS,,30528,GE,1766053,2,WR02X11768,SPRING DEFLECTOR INT.,,Spring or Shock Absorber,1.0,1,"PS285011,EAP285011,FIX285011,FRG285011,PS965608,EAP965608,FIX965608,FRG965608,WR02X10583,WR2X10583,","PS1766053,EAP1766053,FIX1766053,AP4297422",0,0
Frigidaire,Refrigerator,Refrigerator,96659,GLRS64ZEQA                    ,,17954,Frigidaire,1526061,4,240598402         ,Door Stop Screw,Sold individually.,,1.0,1,"240598401,7240598402,PS2334939,EAP2334939,FIX2334939,FRG2334939,PS817872,EAP817872,FIX817872,FRG817872,","PS1526061,EAP1526061,FIX1526061,,FRG1526061,AP3960001",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1190882,LTH1742,"(LTH1742B,954570376)(2002-12)",18707,Husqvarna,9369686,126,734115441,Washer - 26X6.5X1.6,,,,0,,"PS9369686,EAP9369686,FIX9369686,",0,1
Husqvarna,Lawn Tractor,Lawn Tractor,1274746,YTH2448T,(917279200)(2006-01),25412,Husqvarna,9287132,126,532400507,Bracket Strap Torque,,,,0,"PS16359960,EAP16359960,FIX16359960,FRG16359960,","PS9287132,EAP9287132,FIX9287132,",0,1
Briggs and Stratton,Engine,Engine,1251862,20P400,(0015-0019),16422,Briggs and Stratton,9065325,130,692564,Retainer-E Ring,,Hardware,1.0,1,"PS16398279,EAP16398279,FIX16398279,FRG16398279,","PS9065325,EAP9065325,FIX9065325,",0,0
Frigidaire,Refrigerator,Refrigerator,31856,FRS26KR4AB0                   ,,15631,Frigidaire,2349836,4,5304469396,Shutoff Arm Spring,,Spring or Shock Absorber,1.0,1,"3206348,5304420650,5304456650,75304456650,PS1532704,EAP1532704,FIX1532704,FRG1532704,PS2336998,EAP2336998,FIX2336998,FRG2336998,PS447530,EAP447530,FIX447530,FRG447530,PS472482,EAP472482,FIX472482,FRG472482,","PS2349836,EAP2349836,FIX2349836,,FRG2349836,AP4368443",0,0
General Electric,Dryer,Dryer,886761,672810,,27408,GE,12313252,2,WE19M1292,Switch trim (Advancia),,,,0,,"PS12313252,EAP12313252,FIX12313252,",0,0
MTD,Lawn Tractor,Lawn Tractor,633072,13AX795S004,2011,16079,Ryobi,10006536,163,736-0225,"Internal Lock Washer, 5/8 x 1.058 x .046",,,1.0,1,"PS16419415,EAP16419415,FIX16419415,FRG16419415,PS16419416,EAP16419416,FIX16419416,FRG16419416,PS16419417,EAP16419417,FIX16419417,FRG16419417,PS16419418,EAP16419418,FIX16419418,FRG16419418,","PS10006536,EAP10006536,FIX10006536,7360225,736.0225,736 0225,",0,1
Husqvarna,Lawn Tractor,Lawn Tractor,1274900,LT1238-LT1238C,(2001-10),17159,Husqvarna,9010720,126,532141940,Protection Wire Loop,,,1.0,1,"PS16356493,EAP16356493,FIX16356493,FRG16356493,","PS9010720,EAP9010720,FIX9010720,",0,0
Kenmore,Dryer,Dryer,58323,11062212101                   ,,18097,Whirlpool,11738127,3,W10874409,Lint Filter,This lint filter screen has a white handle. This filter collects lint as it passes through the dryer vent.,Filter,1.0,1,"14214664,341256,348855,348858,689469,689471,696021,696022,80007,8557861,8557884,8558467,8559786,PS11702738,EAP11702738,FIX11702738,FRG11702738,PS11731518,EAP11731518,FIX11731518,FRG11731518,PS11746398,EAP11746398,FIX11746398,FRG11746398,PS11746470,EAP11746470,FIX11746470,FRG11746470,PS11759566,EAP11759566,FIX11759566,FRG11759566,PS1184405,EAP1184405,FIX1184405,FRG1184405,PS1301255,EAP1301255,FIX1301255,FRG1301255,PS17217326,EAP17217326,FIX17217326,FRG17217326,PS2238443,EAP2238443,FIX2238443,FRG2238443,PS2238821,EAP2238821,FIX2238821,FRG2238821,PS2238824,EAP2238824,FIX2238824,FRG2238824,PS2263523,EAP2263523,FIX2263523,FRG2263523,PS2263525,EAP2263525,FIX2263525,FRG2263525,PS2263948,EAP2263948,FIX2263948,FRG2263948,PS2263949,EAP2263949,FIX2263949,FRG2263949,PS2288395,EAP2288395,FIX2288395,FRG2288395,PS2288401,EAP2288401,FIX2288401,FRG2288401,PS2288715,EAP2288715,FIX2288715,FRG2288715,PS346997,EAP346997,FIX346997,FRG346997,PS347591,EAP347591,FIX347591,FRG347591,PS347594,EAP347594,FIX347594,FRG347594,PS383556,EAP383556,FIX383556,FRG383556,PS383558,EAP383558,FIX383558,FRG383558,PS384163,EAP384163,FIX384163,FRG384163,PS384164,EAP384164,FIX384164,FRG384164,PS4269936,EAP4269936,FIX4269936,FRG4269936,PS884717,EAP884717,FIX884717,FRG884717,PS898441,EAP898441,FIX898441,FRG898441,PS898447,EAP898447,FIX898447,FRG898447,PS898461,EAP898461,FIX898461,FRG898461,PS990388,EAP990388,FIX990388,FRG990388,W10726386,W10847983,W10860233,WP8557861,WP8559786,WPW10860233,","PS11738127,EAP11738127,FIX11738127,AP6026352",0,0
General Electric,Dryer,Dryer,898957,PVSR363EH5WW,,30212,GE,10055820,2,WG04L04152, KNOB AND CLIP Assembly ,,,,0,"175D5693G001,PS12329493,EAP12329493,FIX12329493,FRG12329493,PS3493355,EAP3493355,FIX3493355,FRG3493355,WE1M653,","PS10055820,EAP10055820,FIX10055820,",0,0
Frigidaire,Refrigerator,Refrigerator,164483,FRS26LF7DSN                   ,,18187,Frigidaire,1526407,4,241684602         ,BRACKET-CONTROL ROD,,,1.0,1,"241684601,5304404340,5304455688,5304457500,7241684602,PS1526406,EAP1526406,FIX1526406,FRG1526406,PS1532394,EAP1532394,FIX1532394,FRG1532394,PS1532806,EAP1532806,FIX1532806,FRG1532806,PS2335108,EAP2335108,FIX2335108,FRG2335108,PS470745,EAP470745,FIX470745,FRG470745,","PS1526407,EAP1526407,FIX1526407,,FRG1526407,AP3959103",0,0
Frigidaire,Refrigerator,Refrigerator,136199,FRS26KF5DS0                   ,,16918,Frigidaire,469557,4,5303918256        ,DISPENSER HEATER KI,,,1.0,1,"75303918256,PS2336822,EAP2336822,FIX2336822,FRG2336822,","PS469557,EAP469557,FIX469557,,FRG469557,AP2150170",0,0
Norge,Dryer,Dryer,870779,8543A,REV A,15405,Whirlpool,2162263,3,LA-1003,Door Catch Kit,This kit comes in two pieces: the catch and the clip.,Latch,1.0,1,"14205029,14205577,14210022,236876,236877,241282,241286,261847,263067,279280,279337,279469,279570,291949,3-4578,304578,33001174,3390239,3392538,3398175,347813,4165234,53-0187,53-0308N,53-0882,53-2364,54660,54661,690081,690082,693717,694343,696144,73-0033,73-0034,830751,834767,834813,834943,834944,FSP279570,LA1003,PS1179934,EAP1179934,FIX1179934,FRG1179934,PS1182158,EAP1182158,FIX1182158,FRG1182158,PS124131,EAP124131,FIX124131,FRG124131,PS124132,EAP124132,FIX124132,FRG124132,PS1295937,EAP1295937,FIX1295937,FRG1295937,PS1295960,EAP1295960,FIX1295960,FRG1295960,PS1317930,EAP1317930,FIX1317930,FRG1317930,PS1363559,EAP1363559,FIX1363559,FRG1363559,PS1396164,EAP1396164,FIX1396164,FRG1396164,PS1409579,EAP1409579,FIX1409579,FRG1409579,PS1514045,EAP1514045,FIX1514045,FRG1514045,PS177270,EAP177270,FIX177270,FRG177270,PS177318,EAP177318,FIX177318,FRG177318,PS198089,EAP198089,FIX198089,FRG198089,PS2047697,EAP2047697,FIX2047697,FRG2047697,PS2047736,EAP2047736,FIX2047736,FRG2047736,PS2047805,EAP2047805,FIX2047805,FRG2047805,PS2048222,EAP2048222,FIX2048222,FRG2048222,PS2050246,EAP2050246,FIX2050246,FRG2050246,PS2050247,EAP2050247,FIX2050247,FRG2050247,PS2079356,EAP2079356,FIX2079356,FRG2079356,PS2079357,EAP2079357,FIX2079357,FRG2079357,PS2162291,EAP2162291,FIX2162291,FRG2162291,PS2170959,EAP2170959,FIX2170959,FRG2170959,PS2177464,EAP2177464,FIX2177464,FRG2177464,PS2200302,EAP2200302,FIX2200302,FRG2200302,PS2228574,EAP2228574,FIX2228574,FRG2228574,PS2228575,EAP2228575,FIX2228575,FRG2228575,PS2228764,EAP2228764,FIX2228764,FRG2228764,PS2228766,EAP2228766,FIX2228766,FRG2228766,PS2229209,EAP2229209,FIX2229209,FRG2229209,PS2229225,EAP2229225,FIX2229225,FRG2229225,PS2229339,EAP2229339,FIX2229339,FRG2229339,PS2229345,EAP2229345,FIX2229345,FRG2229345,PS2229367,EAP2229367,FIX2229367,FRG2229367,PS2230075,EAP2230075,FIX2230075,FRG2230075,PS2236892,EAP2236892,FIX2236892,FRG2236892,PS2237064,EAP2237064,FIX2237064,FRG2237064,PS2237435,EAP2237435,FIX2237435,FRG2237435,PS2238765,EAP2238765,FIX2238765,FRG2238765,PS2244081,EAP2244081,FIX2244081,FRG2244081,PS2263564,EAP2263564,FIX2263564,FRG2263564,PS2263754,EAP2263754,FIX2263754,FRG2263754,PS2263809,EAP2263809,FIX2263809,FRG2263809,PS2283412,EAP2283412,FIX2283412,FRG2283412,PS2283923,EAP2283923,FIX2283923,FRG2283923,PS2283927,EAP2283927,FIX2283927,FRG2283927,PS2283933,EAP2283933,FIX2283933,FRG2283933,PS2283934,EAP2283934,FIX2283934,FRG2283934,PS2338268,EAP2338268,FIX2338268,FRG2338268,PS506311,EAP506311,FIX506311,FRG506311,PS73277,EAP73277,FIX73277,FRG73277,PS792606,EAP792606,FIX792606,FRG792606,PS95891,EAP95891,FIX95891,FRG95891,PS95934,EAP95934,FIX95934,FRG95934,PS96028,EAP96028,FIX96028,FRG96028,PS96553,EAP96553,FIX96553,FRG96553,PS97412,EAP97412,FIX97412,FRG97412,PS97413,EAP97413,FIX97413,FRG97413,R0601524,W10116745,Y304578,","PS2162263,EAP2162263,FIX2162263,LA1003,LA.1003,LA 1003,AP4242465",0,1
Frigidaire,Refrigerator,Refrigerator,841468,FFHI1831QP2,,16323,Frigidaire,10066164,4,242249002,CONTROL ASSEMBLY,,,1.0,1,"242249001,PS10060225,EAP10060225,FIX10060225,FRG10060225,","PS10066164,EAP10066164,FIX10066164,,FRG10066164,AP5957325",0,0
